tcm_code,tcm_name
ZBHM40,寒湿瘀郁证
ZBHM50,寒湿蕴肤证
ZBHM60,寒湿困脾证
ZBHM70,寒湿入络证
ZBHM80,寒湿阻络证
ZBHJ10,寒滞经络证
ZBHP10,寒邪犯胃证
ZBHP11,寒邪客胃证
ZBHV10,寒凝气滞证
ZBHV20,寒凝气聚证
ZBHR10,寒热错杂证
ZBHR20,表寒里热证
ZBHR21,外寒内热证
ZBHT10,寒饮停肺证
ZBHT20,寒饮伏肺证
ZBHT30,寒饮射肺证
ZBHT40,寒水上泛证
ZBHT50,表寒里饮证
ZBHX10,寒凝血瘀证
ZBHX20,寒凝血涩证
ZBHX30,寒凝瘀结证
ZBHXA0,寒凝心脉证
ZBS000,暑证
ZBS010,暑厥证
ZBSF10,暑伤肺胃证
ZBSF20,暑伤肺络证
ZBSF30,暑犯肺卫证
ZBSM00,暑湿证
ZBSM10,暑湿袭表证
ZBSM20,暑湿在表证
ZBSM30,暑湿内蕴证
ZBSM31,暑湿内蕴，寒邪束表证
ZBSM40,暑湿热蕴证
ZBSM50,暑湿蕴结证
ZBSM60,暑湿交阻证
ZBSM70,暑湿困脾证
ZBSM71,暑湿伤脾证
ZBSM80,暑湿困阻中焦证
ZBSM90,暑湿困伤心脾证
ZBSMA0,暑湿弥漫三焦证
ZBSJ10,暑伤津气证
ZBSR00,暑热证
ZBSR10,暑热炽盛证
ZBSR20,暑热动风证
ZBSR21,暑动肝风证
ZBSR22,暑风证
ZBSR30,暑热内郁证
ZBSR40,暑热蒙心证
ZBSR50,暑热扰心证
ZBSR60,暑热浸淫证
ZBSX10,暑入心营证
ZBSX20,暑入心肾证
ZBSX21,暑伤心肾证
ZBSXA0,暑伤血络证
ZBSXB0,暑入血分证
ZBSY10,暑入营血证
ZBSYA0,暑入阳明证
ZBM000,湿证
ZBM001,湿邪偏盛证
ZBM010,湿困中焦证
ZBM020,湿郁三焦证
ZBM030,湿邪外感证
ZBM040,湿邪蕴积证
ZBM050,湿邪浸渍证
ZBMD00,湿毒证
ZBMD10,湿毒侵淫证
ZBMD20,湿毒蕴结证
ZBMD30,湿毒蕴肤证
ZBMD40,湿毒中阻证
ZBMF10,湿阻肠道证
ZBMF11,湿阻肠道，传导失司证
ZBMJ10,湿阻盘络证
ZBMJ20,湿邪阻络证
ZBMP10,湿脾胃证
ZBMP11,湿邪困脾证
ZBMP12,湿阻脾胃证
ZBMR00,湿热证
ZBMR01,湿热并重证
ZBMR02,湿重于热证
ZBMR03,热重于湿证
ZBMR10,湿热内侵证
ZBMR20,湿热内蕴证
ZBMR30,湿热化燥证
ZBMR40,湿热化火证
ZBMR50,湿热冲心证
ZBMR60,湿热蒙心证
ZBMR70,湿热动血证
ZBMR80,湿热酿痰证
ZBMR81,湿热酿痰，蒙蔽心包证
ZBMR90,湿热浸淫证
ZBMR91,湿热浸淫，气血不运证
ZBMRA0,湿热伤胃证
ZBMRB0,湿热伤阴证
ZBMRC0,湿热上蒸证
ZBMRD0,湿热下注证
ZBMRD1,湿热下注，膀胱滞涩证
ZBMRD2,湿热下注，扰动精室证
ZBMRD3,湿热下注，肝胆湿热证
ZBMRE0,湿热蕴结证
ZBMRE1,湿热蕴阻证
ZBMRF0,湿热蕴蒸证
ZBMRF1,湿热薰蒸证
ZBMRG0,湿热蕴毒证
ZBMRG0,湿热蕴伏证
ZBMRM0,湿热蕴肠证
ZBMRJ0,湿热壅盛证
ZBMRK0,湿热壅结证
ZBMRK1,湿热壅滞证
ZBMRK2,湿热壅阻证
ZBMRL0,湿热瘀阻证
ZBMRL1,湿热瘀滞证
ZBMRL2,湿热血瘀证
ZBMRN0,湿热中阻证
ZBMRO0,湿热阻络证
ZBMRP0,湿热火毒蕴结证
ZBMRP1,湿热火毒蕴盛证
ZBMRV0,湿热毒盛证
ZBMRV1,湿热毒聚证
ZBMRV2,湿热毒蕴证
ZBMRV3,湿热毒结证
ZBMRR0,湿热疫毒证
ZBMRS0,中焦湿热证
ZBMRT0,下焦湿热证
ZBMRU0,湿郁化热证
ZBMRW0,湿邪热毒证
ZBMT10,湿浊内蕴证
ZBMT20,湿浊壅滞证
ZBMT30,湿浊阻滞证
ZBMT40,湿浊冲心证
ZBMT50,湿浊蒙上证
ZBMT51,湿浊蒙上，泌别失职证
ZBMT60,湿浊上泛证
ZBMT61,湿浊上泛，脾蒌湿困证
ZBMT62,湿浊上泛，湿热蕴蒸证
ZBMT70,湿浊下注证
ZBMT80,湿浊中阻证
ZBMT90,湿浊内闭证
ZBMT91,湿浊壅闭证
ZBMU10,湿火炽盛证
ZBMU20,湿郁化火证
ZBMW10,湿郁卫气证
ZBZ010,燥结证
ZBZ020,燥干清窍证
ZBZF10,凉燥袭肺证
ZBZF20,燥邪伤肺证
ZBZV10,燥气化火证
ZBZR10,燥热外犯证
ZBZR20,燥热伤津证
ZBZR30,燥热伤肺证
ZBZY10,燥伤真阴证
ZBZY20,燥邪伤阴证
ZBU010,火邪郁结证
ZBUD00,火毒证
ZBUD10,火毒炽盛证
ZBUD11,火毒炽盛，热入营血证
ZBUD12,火毒炽盛，气血凝结证
ZBUD20,火毒壅盛证
ZBUD30,火毒蕴结证
ZBUD31,火毒困结证
ZBUD32,火毒郁结证
ZBUD33,火毒凝结证
ZBUD40,火毒内陷证
ZBUD50,火毒内攻证
ZBUD51,火毒传心证
ZBUD52,火毒传肝证
ZBUD53,火毒传脾证
ZBUD54,火毒传肺证
ZBUD55,火毒传肾证
ZBUD60,火毒入络证
ZBUD61,火毒窜络证
ZBUD70,火毒入营证
ZBUD80,火毒迫血证
ZBUD90,火毒上攻证
ZBUD91,火毒攻目证
ZBUDA0,火毒伤阴证
ZBUDA1,火毒伤津证
ZBUDB0,火毒外泄证
ZBUDC0,胎火蕴毒证
ZBUJ10,虚火伤络证
ZYYU50,虚火灼络证
ZBUR10,火热炽盛证
ZBUR20,火热伤阴证
ZBUR21,火热伤津证
ZBUR30,火热扰心证
ZBUR40,火热邪毒壅盛证
ZBUY10,火盛伤阴证
ZBUY20,郁火伤阴证
ZBR000,热证
ZBR001,热邪偏盛证
ZBR010,热盛酿脓证
ZBR020,热盛肉腐证
ZBR030,热炽腑实证
ZBR040,腑实热结证
ZBR050,热入胞宫证
ZBR051,热入胞宫，气血两燔证
ZBR060,疹出热退证
ZBR070,热郁胸膈证
ZBR080,热郁成痈证
ZBR090,热灼胸膈证
ZBR100,里热炽盛证
ZBR110,余热未清证
ZBR120,热未尽证
ZBR121,余热未尽，肺胃阴伤证
ZBR130,下焦热盛证
ZBR140,热泪证
ZBR150,实热证
ZBR160,虚热证
ZBR170,热闭证
ZBR171,阳热内闭证
ZBR180,热盛动风证
ZBR181,热极生风证
ZBR190,热邪内郁证
ZBR200,热结血室证
ZBR210,邪热炽盛证
ZBR220,邪热留恋证
ZBR230,邪热郁蒸证
ZBR240,邪热壅结证
ZBR250,邪热内扰证
ZBR251,邪热内陷证
ZBR252,邪热内闭证
ZBR260,邪热传里证
ZBR261,邪热传里，肺胃热盛证
ZBR270,邪热未清证
ZBR271,邪热未清，阴液亏损证
ZBR280,邪郁化热证
ZBRD00,热毒证
ZBRD01,邪毒热证
ZBRD10,热毒炽盛证
ZBRD11,热毒炽盛，邪入营血证
ZBRD12,热毒炽盛，热传心包证
ZBRD20,热毒壅盛证
ZBRD30,热毒壅结证
ZBRD31,热毒壅滞证
ZBRD40,热毒蕴结证
ZBRD50,热毒蕴肤证
ZBRD60,热毒凝结证
ZBRD70,热毒内蕴证
ZBRD80,热毒内陷证
ZBRD81,热毒陷营证
ZBRD90,热毒内攻证
ZBRD91,热毒传心证
ZBRD92,热毒传肝证
ZBRD93,热毒传脾证
ZBRD94,热毒传肺证
ZBRD95,热毒传肾证
ZBRDA0,热毒入络证
ZBRDB0,热毒入营证
ZBRDC0,热毒上攻证
ZBRDC1,热毒攻喉证
ZBRDD0,热毒闭肺证
ZBRDE0,热毒冲心证
ZBRDF0,热毒酿脓证
ZBRDG0,热毒伤阴证
ZBRDG1,热毒伤津证
ZBRDH0,热毒火盛证
ZBRDM0,胎毒蕴热证
ZBRF10,热伤肺津证
ZBRF20,热伤肺络证
ZBRF30,热客肺经证
ZBRF40,热犯肺胃证
ZBRF50,热壅肺窍证
ZBRF60,热入肺卫证
ZBRF61,热在肺卫证
ZBRF70,热蕴大肠证
ZBRF80,热结肠燥证
ZBRF90,热邪犯肺证
ZBRFA0,热邪壅肺证
ZBRG10,热郁胆腑证
ZBRJ10,热盛伤络证
ZBRJ20,热蕴络瘀证
ZBRJ30,疫热伤络证
ZBRJA0,热盛津枯证
ZBRJB0,热盛伤津证
ZBRJL0,热陷厥阴证
ZBRV10,热入气分证
ZBRV11,热在气分证
ZBRS10,热伤肾阴证
ZBRS20,热迫膀胱证
ZBRSA0,热伏少阳证
ZBRSB0,热郁少阳证
ZBRX10,热陷心包证
ZBRX20,热闭心包证
ZBRX21,热闭心包，血络瘀滞证
ZBRX30,热入心包证
ZBRX31,热入心包，阳明腑实证
ZBRX40,热在心营证
ZBRX41,热在心营，下移小肠证
ZBRXA0,热盛血瘀证
ZBRXB0,热盛动血证
ZBRXC0,热迫血证
ZBRXD0,热结血瘀证
ZBRXE0,热与血结证
ZBRXF0,热入血结证
ZBRXL0,热入血分证
ZBRXL1,热在血分证
ZBRY10,热盛伤阴证
ZBRY11,高热伤阴证
ZBRY20,热退阴伤证
ZBRY30,热留阴分证
ZBRY40,热灼真阴证
ZBRYA0,热入营血证
ZBRYA1,热在营血证
ZBRYB0,热灼营阴证
ZBRYL0,热入阳明证
ZBRYN0,热滞阳明证
ZBD010,毒腐肌骨证
ZBD020,毒滞肌肤证
ZBD030,毒盛酿脓证
ZBD040,毒盛肉腐证
ZBD050,毒蕴溃烂证
ZBD051,蕴毒腐溃证
ZBD060,脓毒侵袭证
ZBD070,脓毒蚀骨证
ZBD080,脓毒犯脏证
ZBD090,瘟毒下注证
ZBD100,温毒袭表证
ZBD110,温毒在表证
ZBD120,蛇毒内攻证
ZBD130,蛇毒上攻证
ZBD140,痧毒上攻证
ZBD150,疫毒攻窜证
ZBD160,疫毒攻喉证
ZBD170,疫毒内闭证
ZBD180,疫毒侵袭证
ZBD190,疫毒薰蒸证
ZBD200,余毒攻窜证
ZBD210,余毒凝滞证
ZBD220,余毒未清证
ZBD221,余毒未清，卫气虚弱证
ZBD230,正虚毒炽证
ZBD240,正虚毒结证
ZBD250,正虚毒恋证
ZBD251,体虚毒恋证
ZBD260,先天遗毒证
ZBD270,毒邪蕴结证
ZBD280,毒邪流窜证
ZBD290,毒邪内闭证
ZBD300,毒邪内攻证
ZBD310,邪毒在表证
ZBD320,邪毒内拢证
ZBD330,邪毒内陷证
ZBD331,邪毒内陷心脏证
ZBD340,邪毒久留证
ZBD341,邪毒久留，气滞血瘀证
ZBD350,邪毒滞留，气血瘀阻证
ZBD360,邪毒入营证
ZBD370,邪毒壅塞证
ZBD380,邪毒引睾窜腹证
ZBD390,邪毒传里，肺胃热盛证
ZBDF10,毒侵肺卫证
ZBDV10,毒入气营证
ZBDV11,毒在气营证
ZBDV20,毒燔气营证
ZBDV30,毒壅气分证
ZBDV40,毒燔气血证
ZBDX10,毒陷心肝证
ZBDXA0,毒入血分证
ZBDY10,余毒伤阴证
ZBDYA0,毒入营血证
ZBX010,邪犯脏腑证
ZBX020,邪陷正脱证
ZBX030,邪阻膜原证
ZBX031,邪伏膜原证
ZBX040,外邪侵入证
ZBX041,外邪侵入，热毒炽盛证
ZBX050,温邪内陷证
ZBX060,余邪未尽证
ZBX061,余邪未尽，痰瘀滞络证
ZBX070,余邪留恋证
ZBX071,余邪留恋，气阴两伤证
ZBX080,余邪扰目证
ZBX090,正盛邪实证
ZBX100,正虚邪恋证
ZBX101,正虚邪恋，肺脾气虚证
ZBX102,正虚邪恋，风内扰动证
ZBX103,正虚邪恋，痰蒙清窍证
ZBX104,正虚邪恋，阴虚肺热证
ZBX105,正虚邪恋，余热未清证
ZBX110,正虚邪留证
ZBX120,正虚邪实证
ZBX130,正虚邪衰证
ZBX140,邪气阻闭证
ZBXF10,邪入肺卫证
ZBXF11,邪在肺卫证
ZBXF20,邪郁肺卫证
ZBXF30,邪侵肺卫证
ZBXF31,邪袭肺卫证
ZBXF40,邪犯肺胃证
ZBXF50,邪郁肺胃证
ZBXF60,邪犯胸肺证
ZBXF70,邪结肠腑证
ZBXG10,邪犯肝脾证
ZBXG20,邪窜肝经证
ZBXJ10,邪注经络证
ZBXJ20,邪壅经络证
ZBXJ30,邪窜经络证
ZBXJA0,邪犯厥阴证
ZBXP10,外邪犯胃证
ZBXV10,邪入气营证
ZBXV11,邪在气营证
ZBXV12,邪入气营，热毒内陷证
ZBXV13,邪入气营，热毒内蕴证
ZBXV20,邪入气分证
ZBXV21,邪在气分证
ZBXS10,邪郁少阳证
ZBXS10,邪入少阳证
ZBXS21,邪在少阳证
ZBXU10,邪郁化火证
ZBXW10,邪入卫气证
ZBXW11,邪在卫气证
ZBXW20,邪遏卫气证
ZBXW30,邪郁卫气证
ZBXX10,邪犯心肝证
ZBXX20,邪陷心肝证
ZBXX21,邪陷心肝，血热动风证
ZBXX30,邪陷心包证
ZBXXA0,邪入血分证
ZBXXA1,邪在血分证
ZBXY10,邪恋阴伤证
ZBXY20,邪留阴分证
ZBXYA0,邪入营血证
ZBXYA1,邪在营血证
ZBXYB0,邪入营分证
ZBXYB1,邪在营分证
ZBV010,情志郁结证
ZBV011,情志抑郁证
ZBV020,情志内伤证
ZBV030,情志失调证
ZBV040,忧郁伤神证
ZBV050,惊恐证
ZBV060,惊恐伤神证
ZBV070,惊恐惊厥证
ZBV080,惊恐痉厥证
ZBV090,暴受惊恐证
ZBV100,惊恐惊风证
ZBVP10,思虚伤脾证
ZBVV10,惊恐气逆证
ZBVS10,惊恐伤肾证
ZBVS11,恐惧伤肾证
ZBY010,食滞证
ZBY011,饮食积滞证
ZBY020,饮食停滞证
ZBY030,伤食证
ZBY040,伤食痛证
ZBY050,伤乳证
ZBY060,乳食积滞证
ZBY061,乳食内积证
ZBY062,乳食壅积证
ZBYP10,宿食伤脾证
ZBYP20,食滞胃肠证
ZBYP30,乳食伤胃证
ZBYP40,积滞伤胃证
ZBYT10,食滞痰阻证
ZBYT20,食浊阻滞证
ZBW000,外伤证
ZBW010,跌仆伤胎证
ZBW020,皮肉破损证
ZBW030,眼珠破损证
ZBW031,眼珠破损，风邪乘袭证
ZBWJ10,外伤损络证
ZBWJ20,外伤目络证
ZBWX10,外伤血瘀证
ZBWX11,外伤瘀滞证
ZBWX20,鼻伤衄血证
ZBC010,虫积证
ZBC011,虫结证
ZBC020,虫积化疳证
ZBC030,虫寄皮下证
ZBC040,虫侵于脑证
ZBC041,囊虫侵脑证
ZBC050,虫扰魄门证
ZBC060,蛔虫上扰证
ZBC070,蛔厥证
ZBCD10,虫毒结聚证
ZBCD20,虫毒结肤证
ZBCD30,蛊毒侵肺证
ZBCF10,虫邪犯肺证
ZBCF20,虫扰于肠证
ZBCF30,虫积肠道证
ZBCP10,虫积伤脾证
ZBCM10,虫湿壅络证
ZBCT10,虫痰互结证
ZYY010,亡阴证
ZYY020,阴闭证
ZYY030,伤阴证
ZYY040,腑实阴伤证
ZYY050,久病伤阴证
ZYY051,久病伤阴，虚火上炎证
ZYY060,疹后阴伤证
ZYY070,真阴衰竭证
ZYYA10,阴阳两虚证
ZYYA20,阴阳失调证
ZYYA30,阴阳离决证
ZYYA40,阴盛阳衰证
ZYYA41,阴盛阳虚证
ZYYA50,阴损及阳证
ZYYA60,阴损阳亏证
ZYYA70,阴竭阳脱证
ZYYA80,阴虚阳浮证
ZYYA90,阴虚阳亢证
ZYYA91,阴虚阳亢，风阳上扰证
ZYYD10,阴毒外发证
ZYYD20,阴虚毒恋证
ZYYF10,阴虚肺热证
ZYYF20,阴虚肺燥证
ZYYF30,阴虚肠燥证
ZYYG10,阴虚肝旺证
ZYYG20,阴虚风动证
ZYYH00,阴寒证
ZYYH10,阴寒凝聚证
ZYYH11,阴寒凝滞证
ZYYH20,阴寒内闭证
ZYYH21,阴寒内结证
ZYYM10,阴虚湿热证
ZYYP10,阴伤胃败证
ZYYV10,阴伤气耗证
ZYYR10,阴虚内热证
ZYYR20,阴虚热郁证
ZYYR30,阴虚热毒证
ZYYS00,阴暑证
ZYYSA0,阴虚肾亏证
ZYYT10,阴闭痰湿证
ZYYT20,阴虚痰热证
ZYYT30,阴虚痰火证
ZYYU10,阴虚火动证
ZYYU20,阴虚火浮证
ZYYU30,阴虚火旺证
ZYYU31,阴虚火炽证
ZYYU40,虚火上炎证
ZYYU41,虚火上浮证
ZYYX10,阴虚邪恋证
ZYYX11,阴虚邪留证
ZYYXA0,阴虚血瘀证
ZYYXB0,阴虚血热证
ZYYXC0,阴虚血燥证
ZYYZ10,阴虚燥热证
ZYA010,元阳外脱证
ZYA020,阳虚失养证
ZYA030,阳虚欲脱证
ZYA040,清阳不升证
ZYA050,虚阳上浮证
ZYA060,阳闭证
ZYA070,伤阳证
ZYA080,亡阳证
ZYA090,阳气亏虚证
ZYA100,阳气虚衰证
ZYA110,阳气欲脱证
ZYA120,阳气暴脱证
ZYAD10,阳毒外发证
ZYAH10,阳虚内寒证
ZYAH20,阳虚寒凝证
ZYAH30,阳虚寒盛证
ZYAH40,阳虚寒湿阻络证
ZYAH50,阳虚寒痰证
ZYAS00,阳暑证
ZYAT10,阳虚痰凝证
ZYAT20,阳虚水泛证
ZYAX10,阳虚血瘀证
ZYV010,气闭证
ZYV020,气结证
ZYV030,气机不利证
ZYV040,气机阻滞证
ZYV041,气机郁滞证
ZYV042,气机壅闭证
ZYV050,气机失调证
ZYV060,气机逆乱证
ZYV061,气机逆乱，阻塞清窍证
ZYV070,气化不及证
ZYV071,气化不及，膀胱空虚证
ZYV080,气滞胸膈证
ZYV090,气虚证
ZYV100,气虚不摄证
ZYV101,气不摄精证
ZYV110,气虚不运证
ZYV120,气虚下陷证
ZYV130,气虚欲脱证
ZYV140,气郁证
ZYV150,气滞证
ZYV160,气脱证
ZYV170,清气不升证
ZYV180,上气不足证
ZYV190,元气衰败证
ZYV200,元气败脱证
ZYV201,元气败脱，心神散乱证
ZYV210,元气不足证
ZYV211,元气不足，阴血亏损证
ZYV220,元气亏虚证
ZYV230,中气不中证
ZYV231,中气不足，膀胱失约证
ZYV240,中气亏虚证
ZYV250,中气下陷证
ZYV251,中气下陷，清阳不升证
ZYV252,中气下陷，膀胱失约证
ZYV260,腑气不通证
ZYV270,痹气郁结证
ZYVA10,气虚阳微证
ZYVD10,气虚毒滞证
ZYVH10,中气虚寒证
ZYVM10,气滞湿阻证
ZYVM20,气虚湿阻证
ZYVJ10,气虚络损证
ZYVR10,气郁化热证
ZYVR20,气滞热壅证
ZYVT10,气滞痰凝证
ZYVT11,气滞痰郁证
ZYVT12,气痰阻证
ZYVT20,气滞痰瘀证
ZYVT30,气滞水停证
ZYVT40,气虚水停证
ZYVT50,气虚痰结证
ZYVT51,气虚痰滞证
ZYVT60,气郁痰凝证
ZYVT61,气郁痰结证
ZYVT70,气郁痰阻证
ZYVU10,气火郁结证
ZYVU20,气郁化火证
ZYVX10,气血不足证
ZYVX11,气血不足，收摄失司证
ZYVX20,气血亏虚证
ZYVX21,气血亏虚，毒滞难化证
ZYVX22,气血亏虚，邪毒久证
ZYVX30,气血两虚证
ZYVX31,气血两亏证
ZYVX40,气血两脱证
ZYVX50,气血两伤证
ZYVX60,气血凝结证
ZYVX61,气血凝滞证
ZYVX70,气血失调证
ZYVX80,气血痹阻证
ZYVX90,气血衰竭证
ZYVXA0,气血瘀滞证
ZYVXA1,气血瘀积证
ZYVXA2,气血瘀阻证
ZYVXB0,气随血脱证
ZYVXC0,气不摄血证
ZYVXD0,气虚血亏证
ZYVXE0,气虚血凝证
ZYVXF0,气虚血脱证
ZYVXG0,气虚血溢证
ZYVXH0,气虚血滞证
ZYVXH1,气虚血滞，络脉瘀阻证
ZYVXH2,气虚血滞，络脉痰阻证
ZYVXM0,气虚血瘀证
ZYVXM1,气虚瘀滞证
ZYVXJ0,气衰血脱证
ZYVXK0,气滞血瘀证
ZYVXK1,气滞血郁证
ZYVXK2,气滞血阻证
ZYVXK3,气滞瘀血证
ZYVXK4,气结血瘀证
ZYVY10,气阴不足证
ZYVY20,气阴亏虚证
ZYVY21,气阴亏虚，湿热内蕴证
ZYVY30,气阴两虚证
ZYVY40,气阴两伤证
ZYVY41,气阴两伤，余热不尽证
ZYVY50,气阴耗伤证
ZYVY51,气阴耗竭证
ZYVY52,气液耗伤证
ZYX010,血滞证
ZYX020,血枯证
ZYX030,血虚证
ZYX031,阴血不足证
ZYX032,阴血亏虚证
ZYX040,血虚失养证
ZYX050,败血入胞证
ZYX060,血败肉腐证
ZYX070,干血内结证
ZYX080,血行郁滞证
ZYX090,血结胸证
ZYX100,精血亏虚证
ZYX110,下焦蓄血证
ZYX111,下焦蓄血，瘀阻膀胱证
ZYX120,血瘀证
ZYX130,血瘀积结证
ZYX131,血瘀成积证
ZYX140,血瘀成痈证
ZYX150,血瘀肉腐证
ZYX160,血瘀失养证
ZYX170,瘀血证
ZYX180,瘀血痹闭证
ZYX181,瘀血痹阻证
ZYX190,瘀血内滞证
ZYX191,瘀血内结证
ZYX192,瘀血内停证
ZYX193,瘀血内停，清窍受阻证
ZYX194,瘀血内阻证
ZYX195,瘀结证
ZYX200,瘀血阻滞证
ZYX201,瘀血凝滞证
ZYX202,瘀血停滞证
ZYX203,瘀血停着证
ZYX204,瘀血留滞证
ZYX210,瘀血阻膈证
ZYX220,瘀肿疼痛证
ZYX230,瘀滞证
ZYX240,瘀滞胞宫证
ZYX250,瘀滞肌肤证
ZYX260,下焦瘀滞证
ZYX270,瘀积发黄证
ZYX280,瘀扰神明证
ZYX290,瘀阻清窍证
ZYX291,瘀停清窍证
ZYX300,瘀阻胸胁证
ZYX301,瘀停胸胁证
ZYX310,瘀阻于上证
ZYX320,瘀阻中焦证
ZYX330,正虚瘀结证
ZYX340,亡血证
ZYX350,瘀闭血脉证
ZYX360,血脉瘀阻证
ZYX370,血虚血瘀证
ZYX380,血不濡筋证
ZYXA10,血虚阳浮证
ZYXF10,瘀血乘肺证
ZYXF20,血虚肠燥证
ZYXF30,瘀阻肠络证
ZYXG10,血虚肝旺证
ZYXG20,血虚生风证
ZYXG21,血虚风动证
ZYXG22,血虚风扰证
ZYXG30,血虚风燥证
ZYXG40,血瘀风燥证
ZYXH00,血寒证
ZYXH10,血寒凝滞证
ZYXH20,血虚寒凝证
ZYXJ10,瘀阻胃络证
ZYXJ20,血虚络损证
ZYXJ30,血瘀络滞证
ZYXJ31,血瘀阻络证
ZYXJ40,瘀血阻络证
ZYXJ50,瘀血伤络证
ZYXJ60,瘀阻经络证
ZYXJ61,瘀阻脉络证
ZYXJ62,瘀阻胞脉证
ZYXJ63,瘀阻脑络证
ZYXJ64,瘀阻冲任证
ZYXJ65,瘀阻心脉证
ZYXJ66,瘀阻宗脉证
ZYXJA0,血虚津亏证
ZYXV10,瘀阻气道证
ZYXV20,瘀阻气闭证
ZYXV30,血虚气脱证
ZYXV40,血瘀气滞证
ZYXV50,血瘀气逆证
ZYXV51,血瘀气逆，阻塞清窍证
ZYXR00,血热证
ZYXR10,血热动风证
ZYXR20,血热内扰证
ZYXR21,血热内盛证
ZYXR22,血热内陷证
ZYXR30,血热壅滞证
ZYXR40,血热妄行证
ZYXR50,血热肠燥证
ZYXR60,血热伤络证
ZYXR70,血热瘀滞证
ZYXR71,血热瘀结证
ZYXR80,瘀热证
ZYXR90,瘀热互结证
ZYXR91,瘀热交阻证
ZYXRA0,瘀热内郁证
ZYXRB0,瘀热入络证
ZYXRC0,瘀热阻络证
ZYXRD0,瘀热阻滞证
ZYXRD1,瘀热壅阻证
ZYXRE0,血瘀化热证
ZYXRE1,瘀血化热证
ZYXRE2,积瘀化热证
ZYXRF0,瘀滞化热证
ZYXT10,瘀浊阻塞证
ZYXT20,血瘀痰凝证
ZYXT21,血瘀痰滞证
ZYXT30,瘀痰化火证
ZYXU10,血瘀化火证
ZYXU20,瘀滞化火证
ZYXX10,败血冲心证
ZYXX20,瘀血凌心证
ZYXX30,血不养心证
ZYXY10,血虚阴亏证
ZYXZ10,血燥生风证
ZYXZ20,血燥失养证
ZYJ010,津液干枯证
ZYJ020,津液亏耗证
ZYJ021,津液亏损证
ZYJ030,阴液不足证
ZYJ031,阴液不足，火毒炽盛证
ZYJ032,阴津不足证
ZYJ040,阴液亏虚证
ZYJ050,阴液乏竭证
ZYJ060,阴虚津亏证
ZYJF10,津伤肠燥证
ZYJF20,津枯肠结证
ZYJR10,津亏热结证
ZYJV10,津气欲脱证
ZYJZ10,津伤化燥证
ZYT010,痰饮内停证
ZYT011,痰饮内阻证
ZYT020,痰饮内盛证
ZYT030,痰饮上逆证
ZYT040,痰饮留腹证
ZYT050,痰饮留膈证
ZYT060,饮停胸胁证
ZYT070,饮溢四肢证
ZYT080,饮阻胸膈证
ZYT090,水饮内停证
ZYT091,水饮内扰证
ZYT100,浊痰上逆证
ZYT110,痰闭证
ZYT120,浊闭证
ZYT130,痰核留结证
ZYT140,痰蒙清窍证
ZYT141,痰浊上蒙证
ZYT142,痰浊蒙窍证
ZYT143,痰蒙神窍证
ZYT144,痰壅神窍证
ZYT150,痰浊证
ZYT160,痰浊闭塞证
ZYT161,痰浊壅塞证
ZYT162,痰浊阻滞证
ZYT163,痰浊闭阻证
ZYT170,痰浊结聚证
ZYT171,痰浊积聚证
ZYT172,痰浊凝聚证
ZYT180,痰浊内阻证
ZYT181,痰浊内蕴证
ZYT190,痰浊上扰证
ZYT200,痰浊中阻证
ZYT210,痰涎壅盛证
ZYT220,浊邪上犯证
ZYT230,饮邪上犯证
ZYTD10,痰结毒滞证
ZYTD20,水毒内闭证
ZYTD30,水毒内郁证
ZYTD40,水毒上扰证
ZYTD50,水毒凌心犯肺证
ZYTF10,痰浊阻肺证
ZYTF20,痰浊壅肺证
ZYTF30,痰浊蕴肺证
ZYTF40,水饮留肠证
ZYTM00,痰湿证
ZYTM10,痰湿痹阻证
ZYTM20,痰湿蒙蔽证
ZYTM21,痰湿蒙窍证
ZYTM22,痰湿蒙蔽心神证
ZYTM23,痰湿蒙塞清窍证
ZYTM30,痰湿内阻证
ZYTM40,痰湿上阻证
ZYTM50,痰湿中阻证
ZYTM60,痰湿阻滞证
ZYTM61,痰湿结滞证
ZYTM70,痰湿阻结证
ZYTM71,痰湿结聚
ZYTM72,痰湿凝结证
ZYTM80,痰湿蕴结证
ZYTM90,痰湿蕴肺证
ZYTM91,痰湿侵肺证
ZYTM92,痰湿壅肺证
ZYTMA0,痰湿阻胞证
ZYTMB0,痰湿阻络证
ZYTMC0,痰湿瘀滞证
ZYTMD0,水湿浸渍证
ZYTME0,水湿内停证
ZYTME1,水湿内蕴证
ZYTMF0,痰湿蕴脾证
ZYTP10,痰浊阻胃证
ZYTP20,痰饮停胃证
ZYTP30,饮留胃肠证
ZYTV10,痰气互结证
ZYTV20,痰气交阻证
ZYTV30,痰气阻膈证
ZYTV40,痰郁结证
ZYTV41,痰气凝结证
ZYTV50,痰气壅实证
ZYTV60,水气上凌证
ZYTV61,水气凌心证
ZYTV62,水气凌心犯肺证
ZYTR00,痰热证
ZYTR10,痰热动风证
ZYTR20,痰热腑实证
ZYTR21,痰热腑实，风痰上扰证
ZYTR30,痰热结胸证
ZYTR40,痰热内闭证
ZYTR41,痰热内闭心窍证
ZYTR42,痰热闭肺证
ZYTR43,痰热闭窍证
ZYTR44,痰热内闭清窍证
ZYTR45,痰热蔽窍证
ZYTR50,痰热内扰证
ZYTR60,痰热上蒙证
ZYTR61,痰热上壅证
