,MDC_CODE,MDC_NAME,ADRG_CODE,ADRG_NAME,ICD_CODE,ICD_DESC,AND_FLAG,GROUP_FLAG,is_icd_mdc
32820,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M20.503,后天性脚趾肥大,N,0,False
32821,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M20.504,后天性爪形趾,N,0,False
32822,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M20.505,鸡趾,N,0,False
32823,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M20.506,脚趾挛缩,N,0,False
32824,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M20.507,脚趾下垂,N,0,False
32825,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M20.508,竖起趾,N,0,False
32826,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M20.600,趾后天性变形,N,0,False
32827,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.000x051,后天性髋外翻,N,0,False
32828,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.000x071,后天性马蹄外翻足,N,0,False
32829,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.001,后天性肘外翻,N,0,False
32830,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.002,后天性膝外翻,N,0,False
32831,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.003,后天性足外翻,N,0,False
32832,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.100x011,后天性肩内翻,N,0,False
32833,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.100x051,后天性髋内翻,N,0,False
32834,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.100x072,后天性踝内翻,N,0,False
32835,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.101,弓形腿,N,0,False
32836,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.102,后天性肘内翻,N,0,False
32837,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.103,髋关节内翻变形,N,0,False
32838,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.104,后天性膝内翻,N,0,False
32839,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.105,后天性足内翻,N,0,False
32840,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.200x001,后天性肢体屈曲变形,N,0,False
32841,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.200x021,后天性肘关节屈曲变形,N,0,False
32842,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.200x031,后天性前臂屈曲变形,N,0,False
32843,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.200x032,后天性腕关节屈曲变形,N,0,False
32844,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.200x041,后天性手屈曲变形,N,0,False
32845,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.200x061,后天性膝关节屈曲变形,N,0,False
32846,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.201,手屈曲畸形,N,0,False
32847,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.202,膝关节屈曲畸形,N,0,False
32848,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.301,后天性腕下垂,N,0,False
32849,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.302,后天性足下垂,N,0,False
32850,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.400,后天性扁平足[平足],N,0,False
32851,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.401,足弓下陷,N,0,False
32852,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.402,足弓松弛,N,0,False
32853,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.501,后天性爪形手,N,0,False
32854,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.502,后天性手畸形,N,0,False
32855,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.503,后天性爪形足,N,0,False
32856,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.504,后天性足畸形,N,0,False
32857,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.505,后天性马蹄内翻足,N,0,False
32858,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.600x071,后天性足变形,N,0,False
32859,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.600x072,后天性踝变形,N,0,False
32860,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.601,后天性弓形足,N,0,False
32861,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.602,足旋前,N,0,False
32862,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.603,足凹陷,N,0,False
32863,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.604,后天性踝关节畸形,N,0,False
32864,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.605,踝旋前,N,0,False
32865,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.700,四肢(后天性)长度不等,N,0,False
32866,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.700x031,后天性尺骨短缩变形,N,0,False
32867,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.700x061,后天性胫骨短缩变形,N,0,False
32868,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.701,后天性上臂短缩畸形,N,0,False
32869,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.702,后天性前臂短缩畸形,N,0,False
32870,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.703,后天性股骨短缩畸形,N,0,False
32871,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.704,后天性大腿短缩畸形,N,0,False
32872,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.705,后天性髋短缩畸形,N,0,False
32873,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.706,后天性小腿短缩畸形,N,0,False
32874,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.801,后天性锁骨畸形,N,0,False
32875,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.802,后天性肩胛骨畸形,N,0,False
32876,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.803,翼状肩胛,N,0,False
32877,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.804,后天性肱骨畸形,N,0,False
32878,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.805,后天性股骨畸形,N,0,False
32879,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.806,后天性胫骨畸形,N,0,False
32880,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.807,后天性腓骨畸形,N,0,False
32881,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.808,布鲁克病,N,0,False
32882,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.900,四肢后天性变形,N,0,False
32883,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.900x011,后天性肩关节变形,N,0,False
32884,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.900x041,后天性腕关节变形,N,0,False
32885,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.900x051,后天性上肢变形,N,0,False
32886,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.901,后天性上臂畸形,N,0,False
32887,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.902,后天性尺骨畸形,N,0,False
32888,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.903,后天性桡骨畸形,N,0,False
32889,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.904,后天性前臂畸形,N,0,False
32890,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.905,后天性掌骨畸形,N,0,False
32891,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.906,后天性髋关节畸形,N,0,False
32892,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.907,后天性膝关节畸形,N,0,False
32893,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M21.908,后天性下肢畸形,N,0,False
32894,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M22.000,复发性髌骨脱位,N,0,False
32895,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M22.100,复发性髌骨不全脱位,N,0,False
32896,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M22.200x001,髌股关节病,N,0,False
32897,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M22.201,髌骨关节病,N,0,False
32898,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M22.300x001,髌骨不稳定,N,0,False
32899,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M22.301,髌骨滑脱,N,0,False
32900,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M22.400,髌骨软骨软化,N,0,False
32901,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M22.801,髌骨外侧过度挤压综合征,N,0,False
32902,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M22.802,髌骨畸形,N,0,False
32903,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M22.900,髌骨疾患,N,0,False
32904,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.000x031,膝内侧半月板囊肿,N,0,False
32905,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.000x061,膝外侧半月板囊肿,N,0,False
32906,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.001,膝半月板囊肿,N,0,False
32907,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.100,盘状半月板(先天性),N,0,False
32908,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.300x061,膝外侧半月板紊乱,N,0,False
32909,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.300x062,膝内侧半月板紊乱,N,0,False
32910,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.301,内侧半月板前角损伤,N,0,False
32911,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.302,内侧半月板后角损伤,N,0,False
32912,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.303,内侧半月板损伤,N,0,False
32913,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.304,外侧半月板前角损伤,N,0,False
32914,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.305,外侧半月板后角损伤,N,0,False
32915,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.306,外侧半月板损伤,N,0,False
32916,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.307,半月板变性,N,0,False
32917,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.308,半月板损伤,N,0,False
32918,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.309,半月板运动过度,N,0,False
32919,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.310,遗留的半月板,N,0,False
32920,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.311,复发性半月板紊乱,N,0,False
32921,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.400,膝关节游离体,N,0,False
32922,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.500x091,膝前内侧旋转不稳定,N,0,False
32923,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.601,自发性膝韧带破裂,N,0,False
32924,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.800x001,膝后外复合体损伤,N,0,False
32925,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.801,前十字韧带松弛,N,0,False
32926,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.802,后十字韧带松弛,N,0,False
32927,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.803,内侧副韧带松弛,N,0,False
32928,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.804,外侧副韧带松弛,N,0,False
32929,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.805,膝关节囊韧带松弛,N,0,False
32930,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.806,膝韧带松弛,N,0,False
32931,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.807,弹响膝,N,0,False
32932,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.808,膝关节滑膜嵌顿,N,0,False
32933,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.809,膝韧带囊肿,N,0,False
32934,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.810,膝关节锁定,N,0,False
32935,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.811,膝关节粘连,N,0,False
32936,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.812,髌韧带粘连,N,0,False
32937,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M23.900,膝关节内紊乱,N,0,False
32938,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.001,肩关节游离体,N,0,False
32939,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.002,肘关节游离体,N,0,False
32940,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.003,腕关节游离体,N,0,False
32941,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.004,指关节游离体,N,0,False
32942,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.005,髋关节游离体,N,0,False
32943,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.006,踝关节游离体,N,0,False
32944,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.101,关节软骨变性,N,0,False
32945,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.203,项韧带肥厚,N,0,False
32946,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.204,黄韧带肥厚,N,0,False
32947,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.205,寰枢横韧带松弛,N,0,False
32948,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.206,韧带钙化,N,0,False
32949,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.207,韧带后天性畸形,N,0,False
32950,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.208,韧带挛缩,N,0,False
32951,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.209,韧带内囊肿,N,0,False
32952,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.210,韧带松弛,N,0,False
32953,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.300x091,关节病理性脱位,N,0,False
32954,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.301,自发性寰枢椎脱位,N,0,False
32955,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.302,自发性寰枢椎半脱位,N,0,False
32956,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.303,髋关节病理性脱位,N,0,False
32957,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.304,髋关节病理性不全脱位,N,0,False
32958,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.305,膝关节病理性脱位,N,0,False
32959,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.306,膝关节病理性不全脱位,N,0,False
32960,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.307,踝关节病理性脱位,N,0,False
32961,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.308,踝关节病理性不全脱位,N,0,False
32962,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.309,足关节病理性脱位,N,0,False
32963,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.310,足关节病理性不全脱位,N,0,False
32964,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.311,自发性关节脱位,N,0,False
32965,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.401,复发性肩关节脱位,N,0,False
32966,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.402,复发性肩关节不全脱位,N,0,False
32967,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.403,复发性肘关节脱位,N,0,False
32968,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.404,复发性肘关节不全脱位,N,0,False
32969,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.405,复发性腕关节脱位,N,0,False
32970,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.406,复发性腕关节不全脱位,N,0,False
32971,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.407,复发性手骨间关节脱位,N,0,False
32972,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.408,复发性手骨间关节不全脱位,N,0,False
32973,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.409,复发性髋关节脱位,N,0,False
32974,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.410,复发性髋关节不全脱位,N,0,False
32975,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.411,复发性膝关节脱位,N,0,False
32976,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.412,复发性膝关节不全脱位,N,0,False
32977,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.414,复发性踝关节脱位,N,0,False
32978,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.415,复发性踝关节不全脱位,N,0,False
32979,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.416,关节习惯性脱位,N,0,False
32980,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.417,关节习惯性不全脱位,N,0,False
32981,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.500,关节挛缩,N,0,False
32982,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.500x001,多发关节挛缩,N,0,False
32983,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.501,髋关节挛缩,N,0,False
32984,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.502,膝关节挛缩,N,0,False
32985,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.503,踝关节挛缩,N,0,False
32986,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.600,关节强硬,N,0,False
32987,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.601,多发性关节强硬,N,0,False
32988,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.602,肩关节强硬,N,0,False
32989,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.603,肘关节强硬,N,0,False
32990,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.604,腕关节强硬,N,0,False
32991,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.605,手骨间关节强硬,N,0,False
32992,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.606,髋关节强硬,N,0,False
32993,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.607,膝关节强硬,N,0,False
32994,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.608,踝关节强硬,N,0,False
32995,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.609,关节骨性强硬,N,0,False
32996,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.610,关节纤维变性,N,0,False
32997,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.700,髋臼前突,N,0,False
32998,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.701,髋关节内陷,N,0,False
32999,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.800x052,髋关节撞击综合征,N,0,False
33000,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.802,肩关节粘连,N,0,False
33001,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.804,肘关节粘连,N,0,False
33002,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.811,关节粘连,N,0,False
33003,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.812,尺骨撞击综合征,N,0,False
33004,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.900,关节紊乱,N,0,False
33005,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.900x052,骶髂关节紊乱,N,0,False
33006,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.901,肩关节紊乱,N,0,False
33007,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.902,肘关节紊乱,N,0,False
33008,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.903,腕关节紊乱,N,0,False
33009,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.904,手骨间关节紊乱,N,0,False
33010,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.905,髋关节紊乱,N,0,False
33011,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.906,踝关节紊乱,N,0,False
33012,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.907,腰椎关节滑膜嵌顿,N,0,False
33013,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M24.908,腰椎小关节紊乱,N,0,False
33014,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M25.000,关节积血,N,0,False
33015,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M25.001,肩关节积血,N,0,False
33016,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M25.002,肘关节积血,N,0,False
33017,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M25.003,腕关节积血,N,0,False
33018,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M25.004,手骨间关节积血,N,0,False
33019,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M25.005,髋关节积血,N,0,False
33020,MDCI,肌肉、骨骼疾病及功能障碍,HZ3,肝胆胰系统的治疗性操作,M25.006,膝关节积血,N,0,False
